,property-type,rooms-number,area,open-fire,terrace-area,terrace,garden ,garden-area,swimming-pool,price,type,zip-code,region,equipped-kitchen,building-state,facades-number
8663,HOUSE,6,270,False,50.0,True,True,200,False,175000.0,HOUSE,4350,Remicourt,NOT_INSTALLED,TO_RENOVATE,3.0
8690,EXCEPTIONAL_PROPERTY,8,870,False,120.0,True,True,28000,True,1795000.0,HOUSE,1301,Wavre,INSTALLED,TO_BE_DONE_UP,4.0
8692,EXCEPTIONAL_PROPERTY,5,510,False,28.0,True,True,2000,True,995000.0,HOUSE,1325,Chaumont-Gistoux,USA_HYPER_EQUIPPED,GOOD,4.0
8787,HOUSE,3,160,True,60.0,True,True,550,True,400000.0,HOUSE,5310,Éghezée,USA_INSTALLED,AS_NEW,4.0
8797,HOUSE,3,175,False,150.0,True,True,400,False,349000.0,HOUSE,9320,Erembodegem,INSTALLED,GOOD,2.0
8804,HOUSE,2,115,True,26.0,True,True,150,False,385000.0,HOUSE,2050,Antwerpen,INSTALLED,AS_NEW,2.0
8805,HOUSE,4,260,True,59.0,True,True,60,False,375000.0,HOUSE,4420,Saint-Nicolas,USA_HYPER_EQUIPPED,AS_NEW,2.0
8806,HOUSE,4,230,True,120.0,True,True,100,False,549000.0,HOUSE,2940,Stabroek,INSTALLED,AS_NEW,3.0
8837,HOUSE,3,137,False,25.0,True,True,207,False,264000.0,HOUSE,9400,Ninove,HYPER_EQUIPPED,AS_NEW,2.0
8875,HOUSE,3,190,False,18.0,True,True,1800,False,395000.0,HOUSE,3090,Overijse,SEMI_EQUIPPED,TO_RENOVATE,4.0
8889,VILLA,3,271,False,25.0,True,True,1,False,387000.0,HOUSE,4683,Oupeye,HYPER_EQUIPPED,AS_NEW,3.0
8931,VILLA,3,185,False,20.0,True,True,700,True,545000.0,HOUSE,1330,Rixensart,INSTALLED,TO_BE_DONE_UP,4.0
8941,HOUSE,3,156,False,1.0,True,True,1,False,405000.0,HOUSE,2390,Malle,INSTALLED,JUST_RENOVATED,2.0
8959,HOUSE,3,178,False,1.0,True,True,758,False,485000.0,HOUSE,6700,Arlon,INSTALLED,GOOD,4.0
8960,HOUSE,4,132,False,20.0,True,True,90,False,249000.0,HOUSE,4031,Liège,INSTALLED,GOOD,2.0
8964,HOUSE,3,155,False,110.0,True,True,502,False,199000.0,HOUSE,5580,Rochefort,SEMI_EQUIPPED,AS_NEW,3.0
8967,HOUSE,2,185,False,1.0,True,True,1,False,299000.0,HOUSE,1730,Asse,INSTALLED,GOOD,2.0
8972,HOUSE,4,170,False,39.0,True,True,253,False,485000.0,HOUSE,2520,Ranst,INSTALLED,AS_NEW,3.0
8981,HOUSE,4,411,True,80.0,True,True,4000,True,625000.0,HOUSE,7133,Buvrinnes,INSTALLED,JUST_RENOVATED,4.0
9001,HOUSE,4,152,False,15.0,True,True,34,False,299000.0,HOUSE,1430,Rebecq,INSTALLED,GOOD,2.0
9021,HOUSE,5,310,False,20.0,True,True,690,False,675000.0,HOUSE,1300,Brabant Wallon,HYPER_EQUIPPED,GOOD,4.0
9053,EXCEPTIONAL_PROPERTY,4,335,False,65.0,True,True,1000,True,1235000.0,HOUSE,2275,Gierle,HYPER_EQUIPPED,AS_NEW,4.0
9075,HOUSE,3,120,False,8.0,True,True,100,False,399000.0,HOUSE,3000,Leuven,SEMI_EQUIPPED,TO_BE_DONE_UP,2.0
9152,VILLA,3,413,True,15.0,True,True,1,False,591700.0,HOUSE,1330,Rixensart,HYPER_EQUIPPED,GOOD,4.0
9158,HOUSE,2,160,True,20.0,True,True,2900,True,290000.0,HOUSE,2990,Wuustwezel,INSTALLED,TO_RENOVATE,4.0
9173,HOUSE,2,117,False,20.0,True,True,80,False,385000.0,HOUSE,2640,Mortsel,INSTALLED,JUST_RENOVATED,2.0
9174,VILLA,5,300,False,50.0,True,True,2220,False,1245000.0,HOUSE,1380,Lasne,HYPER_EQUIPPED,AS_NEW,4.0
9175,EXCEPTIONAL_PROPERTY,6,1165,False,200.0,True,True,3788,False,1950000.0,HOUSE,1470,Genappe,HYPER_EQUIPPED,AS_NEW,4.0
9207,VILLA,3,258,False,15.0,True,True,200,False,799000.0,HOUSE,1950,Kraainem,INSTALLED,GOOD,4.0
9209,HOUSE,4,155,True,15.0,True,True,1000,False,339000.0,HOUSE,4987,Stoumont,INSTALLED,GOOD,4.0
9214,HOUSE,3,131,False,150.0,True,True,400,False,349000.0,HOUSE,3400,Landen,INSTALLED,JUST_RENOVATED,4.0
9219,HOUSE,5,177,False,13.0,True,True,25,False,215000.0,HOUSE,4000,Liège,NOT_INSTALLED,TO_RESTORE,2.0
9221,EXCEPTIONAL_PROPERTY,2,171,True,50.0,True,True,500,False,495000.0,HOUSE,2845,Niel,USA_INSTALLED,AS_NEW,2.0
9223,HOUSE,4,180,False,1.0,True,True,87,False,419000.0,HOUSE,9820,Merelbeke,INSTALLED,AS_NEW,3.0
9226,HOUSE,3,170,False,60.0,True,True,400,False,445500.0,HOUSE,2150,Borsbeek,INSTALLED,GOOD,1.0
9228,TOWN_HOUSE,3,162,False,72.0,True,True,180,False,379000.0,HOUSE,2950,Kapellen,INSTALLED,JUST_RENOVATED,2.0
9233,HOUSE,3,287,False,200.0,True,True,400,False,450000.0,HOUSE,3111,Wezemaal,HYPER_EQUIPPED,AS_NEW,3.0
9236,HOUSE,4,182,False,24.0,True,True,130,False,589000.0,HOUSE,2650,Edegem,HYPER_EQUIPPED,AS_NEW,3.0
9251,VILLA,3,405,False,28.0,True,True,500,False,675000.0,HOUSE,3980,Tessenderlo,HYPER_EQUIPPED,AS_NEW,4.0
9254,HOUSE,2,116,False,12.0,True,True,200,False,235000.0,HOUSE,7061,Soignies,INSTALLED,AS_NEW,4.0
9257,BUNGALOW,2,220,False,40.0,True,True,340,True,275000.0,HOUSE,4400,Flémalle,INSTALLED,GOOD,4.0
9269,HOUSE,3,125,False,70.0,True,True,235,False,169500.0,HOUSE,4101,Seraing Jemeppesur-Meuse,HYPER_EQUIPPED,GOOD,3.0
9279,HOUSE,3,160,False,36.0,True,True,110,False,515000.0,HOUSE,2640,Mortsel,HYPER_EQUIPPED,JUST_RENOVATED,2.0
9285,VILLA,3,200,False,28.0,True,True,200,False,440000.0,HOUSE,9300,Aalst,INSTALLED,AS_NEW,4.0
9287,HOUSE,4,400,True,35.0,True,True,600,False,655000.0,HOUSE,9800,Deinze,INSTALLED,GOOD,4.0
9288,HOUSE,3,134,False,17.0,True,True,400,False,380000.0,HOUSE,2860,Sint-Katelijne-Waver,INSTALLED,TO_RENOVATE,4.0
9301,HOUSE,7,300,False,10.0,True,True,3593,False,495000.0,HOUSE,6690,Vielsalm,INSTALLED,GOOD,4.0
9310,HOUSE,3,150,False,20.0,True,True,250,False,225000.0,HOUSE,9600,Ronse,HYPER_EQUIPPED,JUST_RENOVATED,2.0
9314,HOUSE,3,130,False,46.0,True,True,620,False,420000.0,HOUSE,4630,Micheroux,INSTALLED,GOOD,4.0
9334,HOUSE,2,172,False,22.0,True,True,65,False,349500.0,HOUSE,2880,Bornem,INSTALLED,AS_NEW,2.0
9336,HOUSE,4,184,False,39.0,True,True,521,False,470000.0,HOUSE,9860,Oosterzele,HYPER_EQUIPPED,AS_NEW,4.0
9339,HOUSE,4,350,False,75.0,True,True,400,True,770000.0,HOUSE,4890,Thimister-Clermont,HYPER_EQUIPPED,AS_NEW,4.0
9342,HOUSE,4,265,False,21.0,True,True,1,False,350000.0,HOUSE,4800,Lambermont,USA_INSTALLED,AS_NEW,4.0
9346,HOUSE,3,170,False,30.0,True,True,140,False,329000.0,HOUSE,2400,Mol,INSTALLED,JUST_RENOVATED,3.0
9360,HOUSE,4,2800,False,1.0,True,True,1,False,549000.0,HOUSE,8930,Menen,HYPER_EQUIPPED,JUST_RENOVATED,4.0
9361,HOUSE,4,160,False,12.0,True,True,25,False,395000.0,HOUSE,6700,Arlon,INSTALLED,JUST_RENOVATED,2.0
9362,VILLA,4,250,True,121.0,True,True,1200,False,785000.0,HOUSE,1850,Grimbergen,USA_INSTALLED,GOOD,4.0
9379,HOUSE,4,200,True,15.0,True,True,120,False,425000.0,HOUSE,9030,Gent,SEMI_EQUIPPED,GOOD,2.0
9385,HOUSE,3,170,True,20.0,True,True,800,False,425000.0,HOUSE,4540,Amay,HYPER_EQUIPPED,GOOD,4.0
9387,VILLA,6,230,False,21.0,True,True,200,False,535000.0,HOUSE,3150,Haacht,USA_HYPER_EQUIPPED,AS_NEW,3.0
9393,VILLA,6,320,False,27.0,True,True,200,False,550000.0,HOUSE,3150,Wespelaar,USA_HYPER_EQUIPPED,AS_NEW,2.0
9396,TOWN_HOUSE,4,115,False,30.0,True,True,150,False,320000.0,HOUSE,5100,Namur,USA_INSTALLED,AS_NEW,2.0
9406,CHALET,2,44,False,20.0,True,True,265,False,129000.0,HOUSE,5377,Somme-Leuze Noiseux,USA_INSTALLED,GOOD,4.0
9445,HOUSE,3,177,False,10.0,True,True,50,False,296000.0,HOUSE,9100,Sint-Niklaas,INSTALLED,GOOD,2.0
9449,HOUSE,3,220,True,70.0,True,True,1450,False,515000.0,HOUSE,2230,Herselt,INSTALLED,AS_NEW,8.0
9452,HOUSE,3,200,False,40.0,True,True,110,False,320000.0,HOUSE,7830,Silly,USA_HYPER_EQUIPPED,AS_NEW,3.0
9453,HOUSE,3,164,False,20.0,True,True,30,False,395000.0,HOUSE,2800,Mechelen,HYPER_EQUIPPED,AS_NEW,2.0
9460,HOUSE,3,140,False,10.0,True,True,504,False,259000.0,HOUSE,6730,Tintigny Saint-Vincent,USA_HYPER_EQUIPPED,GOOD,2.0
9465,HOUSE,3,139,False,10.0,True,True,50,False,289000.0,HOUSE,8770,Ingelmunster,INSTALLED,JUST_RENOVATED,2.0
9467,HOUSE,3,188,False,48.0,True,True,400,False,395000.0,HOUSE,2250,Olen,USA_INSTALLED,JUST_RENOVATED,4.0
9485,HOUSE,3,190,False,20.0,True,True,200,False,605000.0,HOUSE,9000,Gent,HYPER_EQUIPPED,AS_NEW,3.0
9492,HOUSE,4,320,False,26.0,True,True,500,False,625000.0,HOUSE,7040,Quévy,USA_HYPER_EQUIPPED,JUST_RENOVATED,4.0
9496,HOUSE,3,220,False,35.0,True,True,200,False,495000.0,HOUSE,8000,Brugge,HYPER_EQUIPPED,AS_NEW,3.0
9498,HOUSE,4,260,False,25.0,True,True,725,False,410000.0,HOUSE,3600,Genk,SEMI_EQUIPPED,GOOD,2.0
9499,HOUSE,3,171,False,20.0,True,True,156,False,490000.0,HOUSE,2110,Wijnegem,INSTALLED,GOOD,2.0
9502,VILLA,4,249,True,25.0,True,True,800,False,645000.0,HOUSE,1700,Dilbeek,INSTALLED,GOOD,4.0
9532,HOUSE,1,89,False,15.0,True,True,310,False,199000.0,HOUSE,4683,Vivegnis,SEMI_EQUIPPED,GOOD,4.0
9539,HOUSE,3,111,False,63.0,True,True,536,False,199000.0,HOUSE,4682,Oupeye,SEMI_EQUIPPED,GOOD,4.0
9547,EXCEPTIONAL_PROPERTY,3,140,False,16.0,True,True,60,False,530000.0,HOUSE,6717,Attert,NOT_INSTALLED,AS_NEW,3.0
9584,HOUSE,5,206,False,14.0,True,True,30,False,227500.0,HOUSE,4860,Pepinster,SEMI_EQUIPPED,GOOD,2.0
9599,HOUSE,3,112,False,7.0,True,True,23,False,139000.0,HOUSE,9600,Ronse,INSTALLED,TO_BE_DONE_UP,2.0
9602,HOUSE,4,185,False,15.0,True,True,29,False,495000.0,HOUSE,2018,Antwerp,INSTALLED,GOOD,2.0
9693,VILLA,4,313,False,33.0,True,True,556,True,730000.0,HOUSE,2520,Ranst,INSTALLED,AS_NEW,4.0
9706,EXCEPTIONAL_PROPERTY,4,334,False,24.0,True,True,75,False,495000.0,HOUSE,8972,Poperinge,INSTALLED,AS_NEW,2.0
9709,HOUSE,2,255,False,25.0,True,True,180,False,378000.0,HOUSE,3118,Rotselaar,HYPER_EQUIPPED,JUST_RENOVATED,2.0
9747,HOUSE,3,170,True,20.0,True,True,122,False,449000.0,HOUSE,2840,Rumst,INSTALLED,AS_NEW,3.0
9757,VILLA,5,170,False,10.0,True,True,250,False,315000.0,HOUSE,5000,Namur,INSTALLED,GOOD,4.0
9833,HOUSE,3,150,False,20.0,True,True,200,False,349000.0,HOUSE,1600,Sint-Pieters-Leeuw,INSTALLED,TO_BE_DONE_UP,2.0
9847,HOUSE,3,158,False,20.0,True,True,120,False,415000.0,HOUSE,2550,Kontich,INSTALLED,AS_NEW,2.0
9852,VILLA,3,170,False,25.0,True,True,450,False,529000.0,HOUSE,1380,Lasne,NOT_INSTALLED,GOOD,4.0
9862,HOUSE,3,133,True,40.0,True,True,1000,False,340000.0,HOUSE,5651,Walcourt,INSTALLED,AS_NEW,4.0
9867,HOUSE,3,100,False,25.0,True,True,986,False,270000.0,HOUSE,5360,Natoye,INSTALLED,GOOD,4.0
9923,HOUSE,4,185,False,25.0,True,True,4375,False,275000.0,HOUSE,6690,Vielsalm,USA_INSTALLED,GOOD,4.0
9927,VILLA,3,225,False,54.0,True,True,800,False,895000.0,HOUSE,1070,Anderlecht,USA_HYPER_EQUIPPED,AS_NEW,4.0
9933,HOUSE,5,280,False,50.0,True,True,400,False,439000.0,HOUSE,3530,Houthalen-Helchteren,INSTALLED,GOOD,4.0
9949,HOUSE,3,131,False,15.0,True,True,45,False,335000.0,HOUSE,2990,Wuustwezel,INSTALLED,GOOD,3.0
9951,TOWN_HOUSE,4,230,True,7.0,True,True,530,False,445000.0,HOUSE,1853,Grimbergen,SEMI_EQUIPPED,GOOD,2.0
9974,HOUSE,3,162,False,25.0,True,True,100,False,395000.0,HOUSE,2650,Edegem,HYPER_EQUIPPED,AS_NEW,2.0
9983,HOUSE,3,141,False,56.0,True,True,300,False,379000.0,HOUSE,1910,Kampenhout,INSTALLED,GOOD,3.0
9985,VILLA,3,180,False,25.0,True,True,150,False,450000.0,HOUSE,2970,Schilde,INSTALLED,AS_NEW,4.0
10002,HOUSE,2,161,False,27.0,True,True,174,False,119999.0,HOUSE,6061,Montignies-sur-Sambre,SEMI_EQUIPPED,TO_BE_DONE_UP,3.0
10005,EXCEPTIONAL_PROPERTY,4,530,False,100.0,True,True,4000,False,2550000.0,HOUSE,8310,Brugge Assebroek,USA_HYPER_EQUIPPED,GOOD,4.0
10012,VILLA,3,185,False,25.0,True,True,270,False,575000.0,HOUSE,3090,Overijse,INSTALLED,TO_BE_DONE_UP,4.0
10017,HOUSE,3,171,False,20.0,True,True,215,False,145000.0,HOUSE,4020,Liège Jupillesur-Meuse,NOT_INSTALLED,TO_RENOVATE,2.0
10030,HOUSE,4,195,False,35.0,True,True,140,False,374000.0,HOUSE,4623,MAGNEE,SEMI_EQUIPPED,GOOD,3.0
10031,HOUSE,5,392,False,20.0,True,True,1735,False,425000.0,HOUSE,4681,Hermalle-sous-Argenteau,INSTALLED,TO_RESTORE,3.0
10036,VILLA,5,320,False,90.0,True,True,1000,True,975000.0,HOUSE,1640,Rhode-Saint-Genese,INSTALLED,TO_BE_DONE_UP,4.0
10037,VILLA,5,320,False,90.0,True,True,1000,True,975000.0,HOUSE,1640,St-Genesius-Rode,INSTALLED,TO_BE_DONE_UP,4.0
10040,HOUSE,4,165,False,25.0,True,True,450,False,209000.0,HOUSE,7141,Carnières,INSTALLED,GOOD,3.0
10048,VILLA,3,185,False,30.0,True,True,600,False,399000.0,HOUSE,6230,Pont-a-Celles,HYPER_EQUIPPED,GOOD,4.0
10070,FARMHOUSE,4,180,False,39.0,True,True,93,False,350000.0,HOUSE,4360,Oreye,USA_HYPER_EQUIPPED,AS_NEW,3.0
10072,HOUSE,8,275,False,5.0,True,True,30,False,900000.0,HOUSE,1040,Etterbeek,SEMI_EQUIPPED,GOOD,2.0
10073,HOUSE,3,150,False,100.0,True,True,500,False,985000.0,HOUSE,1970,Wezembeek-Oppem,USA_HYPER_EQUIPPED,AS_NEW,4.0
10074,VILLA,5,280,False,25.0,True,True,600,False,1195000.0,HOUSE,1150,Woluwe-Saint-Pierre,INSTALLED,TO_RENOVATE,4.0
10089,HOUSE,3,218,False,50.0,True,True,400,False,430000.0,HOUSE,8500,Kortrijk,INSTALLED,GOOD,4.0
10446,APARTMENT,2,70,False,50.0,True,True,60,False,295000.0,APARTMENT,1180,Uccle,INSTALLED,GOOD,2.0
10461,TRIPLEX,5,566,False,50.0,True,True,100,False,2490000.0,APARTMENT,1050,Ixelles,HYPER_EQUIPPED,GOOD,2.0
10488,GROUND_FLOOR,2,128,False,35.0,True,True,300,False,635000.0,APARTMENT,1180,Uccle,USA_HYPER_EQUIPPED,AS_NEW,4.0
10534,APARTMENT,5,255,False,40.0,True,True,1200,False,1495000.0,APARTMENT,1050,Ixelles,HYPER_EQUIPPED,TO_RENOVATE,3.0
10535,APARTMENT,5,255,False,40.0,True,True,1200,False,1495000.0,APARTMENT,1000,Bruxelles,HYPER_EQUIPPED,TO_RENOVATE,3.0
10613,DUPLEX,2,120,False,20.0,True,True,115,False,420000.0,APARTMENT,1060,Saint-Gilles,INSTALLED,GOOD,2.0
10643,LOFT,3,235,False,24.0,True,True,2770,True,999500.0,APARTMENT,2900,Schoten,HYPER_EQUIPPED,AS_NEW,4.0
10644,APARTMENT,3,235,False,24.0,True,True,2770,True,999500.0,APARTMENT,2900,Schoten,HYPER_EQUIPPED,AS_NEW,4.0
10645,PENTHOUSE,3,235,False,24.0,True,True,2770,True,999500.0,APARTMENT,2900,Schoten,HYPER_EQUIPPED,AS_NEW,4.0
10710,GROUND_FLOOR,1,81,False,14.0,True,True,5,False,447500.0,APARTMENT,9000,Gent,HYPER_EQUIPPED,AS_NEW,4.0
10838,GROUND_FLOOR,1,88,False,65.0,True,True,78,False,240000.0,APARTMENT,7090,Braine-le-Comte,INSTALLED,GOOD,2.0
11073,DUPLEX,2,100,False,9.0,True,True,1770,False,565000.0,APARTMENT,1150,Woluwe-Saint-Pierre,HYPER_EQUIPPED,AS_NEW,2.0
11119,GROUND_FLOOR,1,90,False,8.0,True,True,80,False,499000.0,APARTMENT,1050,Ixelles,HYPER_EQUIPPED,GOOD,2.0
11260,APARTMENT,1,57,False,10.0,True,True,30,False,170000.0,APARTMENT,1020,Laeken,HYPER_EQUIPPED,JUST_RENOVATED,2.0
11309,GROUND_FLOOR,2,260,True,6.0,True,True,20000,False,597500.0,APARTMENT,4130,Esneux,HYPER_EQUIPPED,AS_NEW,3.0
11374,APARTMENT,3,119,False,40.0,True,True,158,False,795000.0,APARTMENT,1950,Kraainem,USA_HYPER_EQUIPPED,AS_NEW,2.0
11507,GROUND_FLOOR,1,64,False,24.0,True,True,180,False,198000.0,APARTMENT,2170,Antwerpen,INSTALLED,GOOD,2.0
11524,APARTMENT,3,155,False,45.0,True,True,120,False,190000.0,APARTMENT,4821,Dison Andrimont,HYPER_EQUIPPED,AS_NEW,3.0
11579,APARTMENT,2,96,False,23.0,True,True,134,False,240000.0,APARTMENT,6280,GOUGNIES,INSTALLED,AS_NEW,3.0
11580,APARTMENT,1,119,False,19.0,True,True,36,False,250000.0,APARTMENT,6280,GOUGNIES,INSTALLED,AS_NEW,2.0
11590,APARTMENT,4,189,False,40.0,True,True,196,False,488565.0,APARTMENT,4122,Plainevaux,NOT_INSTALLED,JUST_RENOVATED,3.0
11606,GROUND_FLOOR,1,70,False,5.0,True,True,85,False,250000.0,APARTMENT,1020,Bruxelles,INSTALLED,GOOD,2.0
11608,APARTMENT,3,134,False,19.0,True,True,1000,False,480000.0,APARTMENT,1640,Rhode-Saint-Genèse,INSTALLED,AS_NEW,4.0
11618,GROUND_FLOOR,3,110,False,24.0,True,True,242,False,348500.0,APARTMENT,2910,Essen,INSTALLED,AS_NEW,3.0
11630,APARTMENT,2,80,False,16.0,True,True,1200,False,295000.0,APARTMENT,2070,Zwijndrecht,HYPER_EQUIPPED,JUST_RENOVATED,1.0
11665,APARTMENT,2,110,False,16.0,True,True,100,False,240000.0,APARTMENT,4432,Ans,USA_INSTALLED,JUST_RENOVATED,3.0
11819,APARTMENT,1,56,False,8.0,True,True,1,False,268500.0,APARTMENT,8370,Blankenberge,INSTALLED,AS_NEW,4.0
11829,GROUND_FLOOR,3,112,False,70.0,True,True,80,False,320000.0,APARTMENT,2070,Zwijndrecht,INSTALLED,AS_NEW,3.0
11902,APARTMENT,2,80,False,30.0,True,True,10,False,289000.0,APARTMENT,2140,Antwerpen,INSTALLED,GOOD,2.0
11963,GROUND_FLOOR,1,106,False,22.0,True,True,175,False,259000.0,APARTMENT,1190,Forest,USA_INSTALLED,TO_BE_DONE_UP,2.0
11975,APARTMENT,1,77,False,12.0,True,True,60,False,269000.0,APARTMENT,9140,Temse,HYPER_EQUIPPED,AS_NEW,2.0
12142,TRIPLEX,3,150,False,15.0,True,True,270,False,410000.0,APARTMENT,1930,Nossegem,USA_INSTALLED,AS_NEW,3.0
12167,APARTMENT,2,126,False,10.0,True,True,57,False,378000.0,APARTMENT,8370,Blankenberge,HYPER_EQUIPPED,JUST_RENOVATED,2.0
12205,DUPLEX,3,163,False,2.0,True,True,21,False,509000.0,APARTMENT,2018,Antwerpen,NOT_INSTALLED,AS_NEW,3.0
12247,GROUND_FLOOR,1,52,False,14.0,True,True,45,False,199000.0,APARTMENT,1070,Anderlecht,INSTALLED,GOOD,2.0
12305,APARTMENT,3,183,False,24.0,True,True,114,False,215000.0,APARTMENT,3550,Heusden-Zolder,INSTALLED,GOOD,3.0
12316,APARTMENT,2,83,False,9.0,True,True,12,False,199750.0,APARTMENT,8930,Menen,INSTALLED,GOOD,2.0
12376,GROUND_FLOOR,2,114,False,12.0,True,True,863,False,238000.0,APARTMENT,6900,Marche-en-Famenne,USA_INSTALLED,AS_NEW,2.0
12541,APARTMENT,2,85,False,38.0,True,True,90,False,380000.0,APARTMENT,1160,Auderghem,HYPER_EQUIPPED,JUST_RENOVATED,2.0
12572,GROUND_FLOOR,2,92,False,46.0,True,True,46,False,218000.0,APARTMENT,9900,Eeklo,INSTALLED,AS_NEW,4.0
12584,GROUND_FLOOR,2,110,False,30.0,True,True,70,False,220000.0,APARTMENT,7500,Tournai,USA_INSTALLED,AS_NEW,2.0
12695,APARTMENT,2,83,False,15.0,True,True,104,False,289900.0,APARTMENT,2640,Mortsel,INSTALLED,AS_NEW,2.0
12880,APARTMENT,2,80,False,20.0,True,True,102,False,220000.0,APARTMENT,3545,Zelem,INSTALLED,AS_NEW,4.0
12881,APARTMENT,2,93,False,15.0,True,True,188,False,247000.0,APARTMENT,3545,Zelem,INSTALLED,AS_NEW,4.0
12931,APARTMENT,2,130,False,31.0,True,True,54,False,339000.0,APARTMENT,2300,Turnhout,INSTALLED,AS_NEW,2.0
12988,APARTMENT,3,110,False,8.0,True,True,5000,True,380000.0,APARTMENT,3020,Herent,HYPER_EQUIPPED,GOOD,2.0
13101,APARTMENT,4,318,False,118.0,True,True,400,False,1200000.0,APARTMENT,5000,Namur,USA_HYPER_EQUIPPED,AS_NEW,3.0
13114,GROUND_FLOOR,2,110,False,24.0,True,True,213,False,640000.0,APARTMENT,1000,Bruxelles,USA_HYPER_EQUIPPED,AS_NEW,3.0
13116,GROUND_FLOOR,2,110,False,24.0,True,True,213,False,640000.0,APARTMENT,1050,Ixelles,USA_HYPER_EQUIPPED,AS_NEW,3.0
13186,GROUND_FLOOR,2,100,False,20.0,True,True,75,False,269000.0,APARTMENT,3320,Hoegaarden,INSTALLED,AS_NEW,2.0
13372,GROUND_FLOOR,2,137,False,3.0,True,True,87,False,490000.0,APARTMENT,9051,Gent Sint-Denijs-Westrem,HYPER_EQUIPPED,AS_NEW,2.0
13474,GROUND_FLOOR,2,88,False,11.0,True,True,800,False,180000.0,APARTMENT,7000,Mons,SEMI_EQUIPPED,AS_NEW,3.0
13480,APARTMENT,3,109,False,22.0,True,True,56,False,139999.0,APARTMENT,7120,ESTINNES-AU-VAL,INSTALLED,GOOD,2.0
13891,DUPLEX,2,109,False,30.0,True,True,350,False,440000.0,APARTMENT,1970,Wezembeek-Oppem,USA_INSTALLED,AS_NEW,2.0
13958,APARTMENT,2,203,False,16.0,True,True,84,False,215000.0,APARTMENT,2660,Antwerpen,SEMI_EQUIPPED,GOOD,2.0
13974,APARTMENT,2,178,False,8.0,True,True,40,False,249000.0,APARTMENT,8460,Oudenburg,INSTALLED,AS_NEW,4.0
14140,APARTMENT,2,75,False,10.0,True,True,25,False,169000.0,APARTMENT,4031,Liege Angleur,INSTALLED,GOOD,2.0
14176,DUPLEX,3,170,False,19.0,True,True,30,False,495000.0,APARTMENT,1000,Bruxelles,USA_HYPER_EQUIPPED,AS_NEW,2.0
14271,APARTMENT,2,80,False,17.0,True,True,2500,False,289000.0,APARTMENT,2650,Edegem,INSTALLED,AS_NEW,2.0
14343,APARTMENT,2,100,False,12.0,True,True,50,False,349000.0,APARTMENT,2520,Ranst,HYPER_EQUIPPED,AS_NEW,3.0
14403,GROUND_FLOOR,2,74,False,25.0,True,True,1,False,180000.0,APARTMENT,7000,Mons,INSTALLED,AS_NEW,2.0
14418,APARTMENT,4,232,False,61.0,True,True,186,False,379000.0,APARTMENT,2500,Lier,INSTALLED,GOOD,2.0
14515,LOFT,2,99,False,9.0,True,True,32,False,275514.0,APARTMENT,7700,Mouscron,INSTALLED,AS_NEW,3.0
14516,LOFT,2,137,False,16.0,True,True,57,False,383282.0,APARTMENT,7700,Mouscron,INSTALLED,AS_NEW,3.0
14521,APARTMENT,1,80,False,25.0,True,True,23,False,217000.0,APARTMENT,7760,Celles,INSTALLED,AS_NEW,3.0
14522,APARTMENT,1,72,False,25.0,True,True,63,False,196800.0,APARTMENT,7760,Celles,INSTALLED,AS_NEW,3.0
14551,DUPLEX,3,170,False,20.0,True,True,30,False,495000.0,APARTMENT,1000,Bruxelles,USA_HYPER_EQUIPPED,AS_NEW,2.0
14649,APARTMENT,2,85,False,1.0,True,True,75,False,380000.0,APARTMENT,1040,Etterbeek,HYPER_EQUIPPED,GOOD,2.0
14841,APARTMENT,2,120,True,6.0,True,True,50,False,478000.0,APARTMENT,1180,Uccle,INSTALLED,GOOD,3.0
14924,DUPLEX,2,146,False,35.0,True,True,120,False,220000.0,APARTMENT,4821,Andrimont,INSTALLED,AS_NEW,3.0
14980,APARTMENT,3,166,False,30.0,True,True,250,False,849000.0,APARTMENT,1180,Uccle,USA_HYPER_EQUIPPED,AS_NEW,2.0
15028,GROUND_FLOOR,5,245,False,36.0,True,True,31,False,780000.0,APARTMENT,1200,Woluwe-Saint-Lambert,HYPER_EQUIPPED,AS_NEW,2.0
15038,GROUND_FLOOR,2,110,False,18.0,True,True,103,False,319000.0,APARTMENT,1082,Berchem-Sainte-Agathe,USA_HYPER_EQUIPPED,AS_NEW,2.0
15104,APARTMENT,2,95,False,15.0,True,True,127,False,350000.0,APARTMENT,9140,Steendorp,HYPER_EQUIPPED,AS_NEW,2.0
15213,APARTMENT,5,245,True,36.0,True,True,31,False,780000.0,APARTMENT,1200,Woluwe-Saint-Lambert,HYPER_EQUIPPED,AS_NEW,2.0
15224,DUPLEX,3,140,False,5.0,True,True,55,False,675000.0,APARTMENT,1040,Etterbeek,USA_HYPER_EQUIPPED,AS_NEW,2.0
15345,SERVICE_FLAT,1,53,False,10.0,True,True,30,False,207000.0,APARTMENT,9700,Oudenaarde,USA_INSTALLED,AS_NEW,2.0
15357,GROUND_FLOOR,2,100,False,6.0,True,True,80,False,359000.0,APARTMENT,1860,Meise,INSTALLED,AS_NEW,2.0
15413,DUPLEX,2,107,False,16.0,True,True,52,False,595000.0,APARTMENT,1180,Uccle,USA_HYPER_EQUIPPED,AS_NEW,2.0
15498,GROUND_FLOOR,1,74,False,5.0,True,True,32,False,250000.0,APARTMENT,1180,Uccle,INSTALLED,TO_BE_DONE_UP,2.0
